"rideable_type","member_casual","day_ride","day_of_week","rid_na","sta_na","end_na","meber_na","err_date","media_min","ndatos","max_min"
"classic_bike","casual","2022-11-30",3,0,0,0,0,0,19.7761455525606,371,897.666666666667
"classic_bike","casual","2022-12-01",4,0,0,0,0,0,19.7560573476703,465,1499.9
"classic_bike","casual","2022-12-02",5,0,0,0,0,0,25.8241965105601,726,1499.88333333333
"classic_bike","casual","2022-12-03",6,0,0,0,0,0,25.9741185897436,624,1499.91666666667
"classic_bike","casual","2022-12-04",7,0,0,0,0,0,25.01224,625,1499.91666666667
"classic_bike","casual","2022-12-05",1,0,0,0,0,0,21.7518737672584,507,1499.9
"classic_bike","casual","2022-12-06",2,0,0,0,0,0,14.9260079500284,587,507.233333333333
"classic_bike","casual","2022-12-07",3,0,0,0,0,0,25.2270833333333,632,1499.9
"classic_bike","casual","2022-12-08",4,0,0,0,0,0,26.8454031843862,649,1499.9
"classic_bike","casual","2022-12-09",5,0,0,0,0,0,23.1773178807947,302,1499.7
"classic_bike","casual","2022-12-10",6,0,0,0,0,0,17.3480169340463,748,1267.96666666667
"classic_bike","casual","2022-12-11",7,0,0,0,0,0,20.7844766260163,656,1499.88333333333
"classic_bike","casual","2022-12-12",1,0,0,0,0,0,15.4169871794872,520,370.816666666667
"classic_bike","casual","2022-12-13",2,0,0,0,0,0,16.5690340909091,528,1499.88333333333
"classic_bike","casual","2022-12-14",3,0,0,0,0,0,27.174181547619,224,1499.88333333333
"classic_bike","casual","2022-12-15",4,0,0,0,0,0,22.7804635761589,453,1499.91666666667
"classic_bike","casual","2022-12-16",5,0,0,0,0,0,16.7342679127726,321,520.35
"classic_bike","casual","2022-12-17",6,0,0,0,0,0,27.0458071278826,318,1499.9
"classic_bike","casual","2022-12-18",7,0,0,0,0,0,30.8570621468927,295,1499.91666666667
"classic_bike","casual","2022-12-19",1,0,0,0,0,0,21.6754150702427,261,1499.9
"classic_bike","casual","2022-12-20",2,0,0,0,0,0,17.1366213151927,294,818.766666666667
"classic_bike","casual","2022-12-21",3,0,0,0,0,0,20.5915573053368,381,1499.91666666667
"classic_bike","casual","2022-12-22",4,0,0,0,0,0,24.5175373134328,134,1499.85
"classic_bike","casual","2022-12-23",5,0,0,0,0,0,73.4267543859649,38,1499.86666666667
"classic_bike","casual","2022-12-24",6,0,0,0,0,0,56.94,35,1499.9
"classic_bike","casual","2022-12-25",7,0,0,0,0,0,15.4013513513514,37,61.1166666666667
"classic_bike","casual","2022-12-26",1,0,0,0,0,0,34.7151515151515,66,1499.9
"classic_bike","casual","2022-12-27",2,0,0,0,0,0,39.974269005848,114,1499.9
"classic_bike","casual","2022-12-28",3,0,0,0,0,0,19.5561023622047,254,1237.5
"classic_bike","casual","2022-12-29",4,0,0,0,0,0,31.5256764069264,616,1499.91666666667
"classic_bike","casual","2022-12-30",5,0,0,0,0,0,26.5296012269939,652,1499.9
"classic_bike","casual","2022-12-31",6,0,0,0,0,0,33.5416949152542,590,1499.91666666667
"classic_bike","casual","2023-01-01",7,0,0,0,0,0,34.4630862646566,796,1499.88333333333
"classic_bike","casual","2023-01-02",1,0,0,0,0,0,29.0204991087344,561,1499.88333333333
"classic_bike","casual","2023-01-03",2,0,0,0,0,0,24.5678891605542,409,1499.88333333333
"classic_bike","casual","2023-01-04",3,0,0,0,0,0,17.9886607142857,560,1499.71666666667
"classic_bike","casual","2023-01-05",4,0,0,0,0,0,22.9611819727891,392,1499.91666666667
"classic_bike","casual","2023-01-06",5,0,0,0,0,0,19.7218065003779,441,1499.9
"classic_bike","casual","2023-01-07",6,0,0,0,0,0,21.9483666666667,500,1499.91666666667
"classic_bike","casual","2023-01-08",7,0,0,0,0,0,20.6037655533726,509,892.25
"classic_bike","casual","2023-01-09",1,0,0,0,0,0,20.5636950904393,516,1499.86666666667
"classic_bike","casual","2023-01-10",2,0,0,0,0,0,21.1129376989541,733,1499.91666666667
"classic_bike","casual","2023-01-11",3,0,0,0,0,0,21.5755194805195,770,1499.91666666667
"classic_bike","casual","2023-01-12",4,0,0,0,0,0,12.5357385398981,589,340.45
"classic_bike","casual","2023-01-13",5,0,0,0,0,0,19.7998234463277,472,1499.83333333333
"classic_bike","casual","2023-01-14",6,0,0,0,0,0,31.4348631239936,621,1499.9
"classic_bike","casual","2023-01-15",7,0,0,0,0,0,28.3627653927813,628,1214.6
"classic_bike","casual","2023-01-16",1,0,0,0,0,0,19.1958982346833,321,1499.91666666667
"classic_bike","casual","2023-01-17",2,0,0,0,0,0,19.1541666666667,560,1499.81666666667
"classic_bike","casual","2023-01-18",3,0,0,0,0,0,18.2493356441363,577,1499.88333333333
"classic_bike","casual","2023-01-19",4,0,0,0,0,0,19.8191831683168,404,1499.9
"classic_bike","casual","2023-01-20",5,0,0,0,0,0,23.349604743083,506,1499.95
"classic_bike","casual","2023-01-21",6,0,0,0,0,0,17.3985519591141,587,1130.98333333333
"classic_bike","casual","2023-01-22",7,0,0,0,0,0,18.6971712538226,218,714.95
"classic_bike","casual","2023-01-23",1,0,0,0,0,0,21.4080882352941,340,1499.91666666667
"classic_bike","casual","2023-01-24",2,0,0,0,0,0,22.3984364604125,501,1499.86666666667
"classic_bike","casual","2023-01-25",3,0,0,0,0,0,11.2669918699187,205,144.966666666667
"classic_bike","casual","2023-01-26",4,0,0,0,0,0,22.8146272855134,237,1499.9
"classic_bike","casual","2023-01-27",5,0,0,0,0,0,18.4246808510638,235,1499.68333333333
"classic_bike","casual","2023-01-28",6,0,0,0,0,0,27.3308571428571,175,1499.9
"classic_bike","casual","2023-01-29",7,0,0,0,0,0,31.2533333333333,170,1499.88333333333
"classic_bike","casual","2023-01-30",1,0,0,0,0,0,29.1872362869198,158,1499.91666666667
"classic_bike","casual","2023-01-31",2,0,0,0,0,0,26.3634556574924,218,1499.86666666667
"classic_bike","casual","2023-02-01",3,0,0,0,0,0,13.1946386946387,286,183.1
"classic_bike","casual","2023-02-02",4,0,0,0,0,0,19.7974269005848,285,1499.93333333333
"classic_bike","casual","2023-02-03",5,0,0,0,0,0,25.2167658730159,168,1499.83333333333
"classic_bike","casual","2023-02-04",6,0,0,0,0,0,38.3433241252302,362,1499.9
"classic_bike","casual","2023-02-05",7,0,0,0,0,0,21.300434512725,537,393.316666666667
"classic_bike","casual","2023-02-06",1,0,0,0,0,0,27.647625,400,1423.61666666667
"classic_bike","casual","2023-02-07",2,0,0,0,0,0,22.0970310391363,494,1499.88333333333
"classic_bike","casual","2023-02-08",3,0,0,0,0,0,17.1216002530044,527,1499.9
"classic_bike","casual","2023-02-09",4,0,0,0,0,0,38.1384795321637,285,1499.93333333333
"classic_bike","casual","2023-02-10",5,0,0,0,0,0,20.1409654800431,618,1499.71666666667
"classic_bike","casual","2023-02-11",6,0,0,0,0,0,25.2190333333333,1000,1499.91666666667
"classic_bike","casual","2023-02-12",7,0,0,0,0,0,27.1770599250936,1246,1499.93333333333
"classic_bike","casual","2023-02-13",1,0,0,0,0,0,30.2042535787321,815,1499.93333333333
"classic_bike","casual","2023-02-14",2,0,0,0,0,0,22.095178197065,636,1499.9
"classic_bike","casual","2023-02-15",3,0,0,0,0,0,17.5785514541387,596,1499.88333333333
"classic_bike","casual","2023-02-16",4,0,0,0,0,0,34.8224242424242,165,1499.9
"classic_bike","casual","2023-02-17",5,0,0,0,0,0,15.8024739583333,256,271.483333333333
"classic_bike","casual","2023-02-18",6,0,0,0,0,0,29.7356474988312,713,1499.88333333333
"classic_bike","casual","2023-02-19",7,0,0,0,0,0,30.7111260053619,1492,1499.88333333333
"classic_bike","casual","2023-02-20",1,0,0,0,0,0,24.0202560585277,729,1499.9
"classic_bike","casual","2023-02-21",2,0,0,0,0,0,24.1395480225989,472,1499.91666666667
"classic_bike","casual","2023-02-22",3,0,0,0,0,0,17.1617647058824,170,1158.38333333333
"classic_bike","casual","2023-02-23",4,0,0,0,0,0,22.0102535421327,447,1038.93333333333
"classic_bike","casual","2023-02-24",5,0,0,0,0,0,29.7714449541284,436,1499.86666666667
"classic_bike","casual","2023-02-25",6,0,0,0,0,0,29.5663057742782,508,1499.9
"classic_bike","casual","2023-02-26",7,0,0,0,0,0,28.3803464755078,837,1499.86666666667
"classic_bike","casual","2023-02-27",1,0,0,0,0,0,14.3163265306122,441,163.983333333333
"classic_bike","casual","2023-02-28",2,0,0,0,0,0,20.2751767264818,613,1499.9
"classic_bike","casual","2023-03-01",3,0,0,0,0,0,21.7232473544974,1008,1499.63333333333
"classic_bike","casual","2023-03-02",4,0,0,0,0,0,18.7998640565525,613,1499.86666666667
"classic_bike","casual","2023-03-03",5,0,0,0,0,0,18.9667081260365,402,1427.56666666667
"classic_bike","casual","2023-03-04",6,0,0,0,0,0,29.0845181674566,844,1499.9
"classic_bike","casual","2023-03-05",7,0,0,0,0,0,22.5991775763679,993,378
"classic_bike","casual","2023-03-06",1,0,0,0,0,0,19.4348163841808,472,1499.83333333333
"classic_bike","casual","2023-03-07",2,0,0,0,0,0,19.022206095791,689,1499.65
"classic_bike","casual","2023-03-08",3,0,0,0,0,0,23.9793625914316,638,1499.63333333333
"classic_bike","casual","2023-03-09",4,0,0,0,0,0,22.1955745895789,467,1499.9
"classic_bike","casual","2023-03-10",5,0,0,0,0,0,21.0809895833333,384,1499.65
"classic_bike","casual","2023-03-11",6,0,0,0,0,0,31.1355789473684,950,1559.93333333333
"classic_bike","casual","2023-03-12",7,0,0,0,0,0,22.5860902255639,266,1499.86666666667
"classic_bike","casual","2023-03-13",1,0,0,0,0,0,30.7784817351598,292,1499.86666666667
"classic_bike","casual","2023-03-14",2,0,0,0,0,0,24.100291005291,630,1499.9
"classic_bike","casual","2023-03-15",3,0,0,0,0,0,27.0055098039216,850,1499.91666666667
"classic_bike","casual","2023-03-16",4,0,0,0,0,0,23.1982012366498,593,1499.91666666667
"classic_bike","casual","2023-03-17",5,0,0,0,0,0,25.3864927536232,575,1499.91666666667
"classic_bike","casual","2023-03-18",6,0,0,0,0,0,60.7684326710817,302,1499.88333333333
"classic_bike","casual","2023-03-19",7,0,0,0,0,0,34.7777009222661,506,1499.91666666667
"classic_bike","casual","2023-03-20",1,0,0,0,0,0,29.3723958333333,576,1499.91666666667
"classic_bike","casual","2023-03-21",2,0,0,0,0,0,23.8350261991133,827,1499.9
"classic_bike","casual","2023-03-22",3,0,0,0,0,0,32.0982898550725,575,1499.9
"classic_bike","casual","2023-03-23",4,0,0,0,0,0,26.2991212121212,550,1499.91666666667
"classic_bike","casual","2023-03-24",5,0,0,0,0,0,22.6798850574713,609,1499.93333333333
"classic_bike","casual","2023-03-25",6,0,0,0,0,0,32.0565464261857,499,1499.9
"classic_bike","casual","2023-03-26",7,0,0,0,0,0,23.3882598039216,680,1499.9
"classic_bike","casual","2023-03-27",1,0,0,0,0,0,26.8703431372549,612,1499.91666666667
"classic_bike","casual","2023-03-28",2,0,0,0,0,0,34.7496794871795,832,1499.9
"classic_bike","casual","2023-03-29",3,0,0,0,0,0,22.7536244292237,584,1499.85
"classic_bike","casual","2023-03-30",4,0,0,0,0,0,22.9524289099526,844,1499.88333333333
"classic_bike","casual","2023-03-31",5,0,0,0,0,0,27.2408690176322,794,1499.88333333333
"classic_bike","casual","2023-04-01",6,0,0,0,0,0,22.3896327289633,717,1499.9
"classic_bike","casual","2023-04-02",7,0,0,0,0,0,32.2190351451648,1527,1499.93333333333
"classic_bike","casual","2023-04-03",1,0,0,0,0,0,36.6856970574047,691,1499.93333333333
"classic_bike","casual","2023-04-04",2,0,0,0,0,0,23.3982203969884,487,1499.83333333333
"classic_bike","casual","2023-04-05",3,0,0,0,0,0,25.0192392260334,758,1499.91666666667
"classic_bike","casual","2023-04-06",4,0,0,0,0,0,20.9718637992832,1023,1499.9
